Texto en /entradaOCR/IMG_20230615_085201289.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	9	1	3	3	823	1763	75	111	47.004272	shy
4	1	9	1	4	0	753	1476	69	398	-1	
5	1	9	1	4	1	757	1476	58	90	59.688835	fa
5	1	9	1	4	2	754	1605	68	137	30.302719	Mi
5	1	9	1	4	3	759	1775	54	99	0.000000	fe9

Texto en /entradaOCR/IMG_20230615_080923503.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	292	150	183	44	-1	
3	1	1	1	0	0	292	150	183	44	-1	
4	1	1	1	1	0	292	150	183	44	-1	
5	1	1	1	1	1	292	157	37	37	27.445335	\
5	1	1	1	1	2	339	151	47	20	19.779800	acs
5	1	1	1	1	3	384	150	81	37	57.975082	AY
5	1	1	1	1	4	437	152	38	21	32.240746	Ship
2	1	2	0	0	0	310	183	122	48	-1	
3	1	2	1	0	0	310	183	107	42	-1	
4	1	2	1	1	0	310	183	49	22	-1	
5	1	2	1	1	1	310	183	49	22	18.486397	Sr
4	1	2	1	2	0	356	194	47	25	-1	
5	1	2	1	2	1	356	194	47	25	8.303772	Bat
4	1	2	1	3	0	396	204	36	27	-1	
5	1	2	1	3	1	396	204	36	27	0.000000	wRity
2	1	3	0	0	0	1071	450	273	90	-1	
3	1	3	1	0	0	1071	450	273	90	-1	
4	1	3	1	1	0	1071	450	273	90	-1	
5	1	3	1	1	1	1071	450	273	93	36.580574	RSE
2	1	4	0	0	0	773	675	984	89	-1	
3	1	4	1	0	0	773	675	984	89	-1	
4	1	4	1	1	0	773	675	984	89	-1	
5	1	4	1	1	1	773	691	523	73	63.083443	“RVICENTRO
5	1	4	1	1	2	1335	675	422	72	77.562454	CARRIZAL
2	1	5	0	0	0	971	748	23	8	-1	
3	1	5	1	0	0	971	748	23	8	-1	
4	1	5	1	1	0	971	748	23	8	-1	
5	1	5	1	1	1	971	748	23	8	28.941185	an
2	1	6	0	0	0	725	730	996	248	-1	
3	1	6	1	0	0	725	730	996	248	-1	
4	1	6	1	1	0	725	730	996	248	-1	
5	1	6	1	1	1	725	730	227	248	40.197762	“CAR
5	1	6	1	1	2	970	805	37	114	73.953835	R
5	1	6	1	1	3	1027	802	131	63	65.274750	IZA
5	1	6	1	1	4	1168	800	59	118	20.705475	lL
5	1	6	1	1	5	1240	801	78	161	0.000000	.
5	1	6	1	1	6	1331	796	156	144	47.347824	ai
5	1	6	1	1	7	1461	790	102	65	70.974373	(JE:
5	1	6	1	1	8	1578	788	143	176	25.138916	a
2	1	7	0	0	0	1418	1231	67	38	-1	
3	1	7	1	0	0	1418	1231	67	38	-1	
4	1	7	1	1	0	1418	1231	67	38	-1	
5	1	7	1	1	1	1418	1232	21	37	71.320625	+
5	1	7	1	1	2	1455	1231	30	36	0.000000	oy
2	1	8	0	0	0	296	1586	1860	548	-1	
3	1	8	1	0	0	1454	1586	679	87	-1	
4	1	8	1	1	0	1454	1586	679	87	-1	
5	1	8	1	1	1	1454	1593	330	62	65.327225	CARGO:
5	1	8	1	1	2	1816	1586	317	87	95.319305	000873
3	1	8	2	0	0	1599	1690	540	74	-1	
4	1	8	2	1	0	1599	1690	540	74	-1	
5	1	8	2	1	1	1599	1701	265	63	95.265717	HORA:
5	1	8	2	1	2	1910	1690	229	70	93.873398	20:26
3	1	8	3	0	0	299	1788	1847	226	-1	
4	1	8	3	1	0	313	1788	1833	109	-1	
5	1	8	3	1	1	313	1774	207	123	91.389923	RRN:
5	1	8	3	1	2	565	1773	201	120	96.342926	3165
5	1	8	3	1	3	1338	1818	210	63	74.755219	MRO.
5	1	8	3	1	4	1618	1815	173	62	93.675064	AUT:
5	1	8	3	1	5	1847	1788	299	85	91.497581	575716
4	1	8	3	2	0	299	1921	1852	93	-1	
5	1	8	3	2	1	299	1949	176	65	95.204605	AID:
5	1	8	3	2	2	1401	1921	750	74	8.464340	ADDOGOGOO31O10
3	1	8	4	0	0	296	2035	1860	99	-1	
4	1	8	4	1	0	296	2035	1860	99	-1	
5	1	8	4	1	1	296	2065	160	65	96.088882	APP
5	1	8	4	1	2	502	2060	283	67	93.103607	LABEL:
5	1	8	4	1	3	1000	2045	2	3	22.606926	:
5	1	8	4	1	4	1590	2042	198	67	91.710297	VISA
5	1	8	4	1	5	1831	2035	325	99	89.535774	DEBITO
2	1	9	0	0	0	766	3323	817	277	-1	
3	1	9	1	0	0	850	3323	809	193	-1	
4	1	9	1	1	0	925	3323	658	81	-1	
5	1	9	1	1	1	925	3331	161	73	18.325562	PAY
5	1	9	1	1	2	1116	3323	467	77	18.325562	WAVEMISA
4	1	9	1	2	0	766	3413	775	187	-1	
5	1	9	1	2	1	766	3413	401	186	0.000000	CBANCR,
5	1	9	1	2	2	1189	3428	352	172	0.000000	ene
2	1	10	0	0	0	0	0	3000	4000	-1	
3	1	10	1	0	0	0	0	3000	4000	-1	
4	1	10	1	1	0	0	0	3000	4000	-1	
5	1	10	1	1	1	0	0	3000	4000	95.000000	 

Texto en /entradaOCR/IMG_20230615_080820051.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	654	0	815	52	-1	
3	1	1	1	0	0	654	0	815	52	-1	
4	1	1	1	1	0	654	0	815	52	-1	
5	1	1	1	1	1	654	0	334	52	95.000000	 
5	1	1	1	1	2	1369	0	100	49	95.000000	 
2	1	2	0	0	0	414	332	1495	602	-1	
3	1	2	1	0	0	1142	332	397	144	-1	
4	1	2	1	1	0	1142	332	397	144	-1	
5	1	2	1	1	1	1142	412	3	5	9.902023	+
5	1	2	1	1	2	1201	384	84	65	35.458504	ay
5	1	2	1	1	3	1281	332	161	144	50.400368	ANC
5	1	2	1	1	4	1445	384	94	59	0.000000	ee:
3	1	2	2	0	0	1108	389	587	169	-1	
4	1	2	2	1	0	1108	389	587	169	-1	
5	1	2	2	1	1	1108	389	183	167	14.690414	Ne
5	1	2	2	1	2	1301	458	87	63	52.056652	Mt
5	1	2	2	1	3	1375	440	320	118	48.674286	CUAL,
3	1	2	3	0	0	419	555	1472	310	-1	
4	1	2	3	1	0	428	555	1463	184	-1	
5	1	2	3	1	1	428	581	121	158	32.319855	a2
5	1	2	3	1	2	798	555	611	141	90.751625	SERVICENTRO
5	1	2	3	1	3	1451	569	440	116	85.331802	CARRIZAL
4	1	2	3	2	0	419	731	1375	104	-1	
5	1	2	3	2	1	419	742	35	93	13.442795	i
5	1	2	3	2	2	885	742	451	73	90.968452	CARRIZAL
5	1	2	3	2	3	1384	731	410	87	87.141159	ALAJUELA
3	1	2	4	0	0	416	832	104	38	-1	
4	1	2	4	1	0	416	832	104	38	-1	
5	1	2	4	1	1	416	832	59	38	33.434135	Ahn
5	1	2	4	1	2	503	848	17	21	72.374390	hg
3	1	2	5	0	0	414	845	1495	89	-1	
4	1	2	5	1	0	414	845	1495	89	-1	
5	1	2	5	1	1	414	846	128	88	50.734665	ac
5	1	2	5	1	2	765	857	456	98	92.724457	TRAMITAR
5	1	2	5	1	3	1263	855	224	59	92.522484	SOLO
5	1	2	5	1	4	1531	851	101	61	92.672684	EN
5	1	2	5	1	5	1680	845	229	65	90.472687	BNCR
2	1	3	0	0	0	2139	486	212	107	-1	
3	1	3	1	0	0	2139	486	212	107	-1	
4	1	3	1	1	0	2139	486	212	107	-1	
5	1	3	1	1	1	2139	486	212	107	95.000000	 
2	1	4	0	0	0	2149	634	146	308	-1	
3	1	4	1	0	0	2149	634	146	308	-1	
4	1	4	1	1	0	2149	634	146	308	-1	
5	1	4	1	1	1	2149	634	146	308	95.000000	   
2	1	5	0	0	0	2149	853	144	275	-1	
3	1	5	1	0	0	2149	853	144	275	-1	
4	1	5	1	1	0	2149	853	16	89	-1	
5	1	5	1	1	1	2149	853	16	89	95.000000	  
4	1	5	1	2	0	2156	942	137	101	-1	
5	1	5	1	2	1	2156	942	137	101	95.000000	  
4	1	5	1	3	0	2156	1043	75	85	-1	
5	1	5	1	3	1	2156	1043	75	85	95.000000	 
2	1	6	0	0	0	0	0	520	3068	-1	
3	1	6	1	0	0	0	0	520	3068	-1	
4	1	6	1	1	0	0	0	520	3068	-1	
5	1	6	1	1	1	0	0	520	3068	95.000000	 
2	1	7	0	0	0	347	916	1940	866	-1	
3	1	7	1	0	0	347	916	1940	866	-1	
4	1	7	1	1	0	347	916	1940	169	-1	
5	1	7	1	1	1	347	933	245	156	11.860352	oe
5	1	7	1	1	2	611	974	59	57	52.149132	M
5	1	7	1	1	3	1837	950	312	68	0.000000	oo1231
5	1	7	1	1	4	2161	895	126	153	0.000000	ee"
4	1	7	1	2	0	360	1050	1902	94	-1	
5	1	7	1	2	1	360	1077	59	31	37.162918	me
5	1	7	1	2	2	444	1050	559	94	45.315784	MERCIOF-
5	1	7	1	2	3	1465	1028	797	113	49.439182	020412171000000
4	1	7	1	3	0	418	1168	1848	87	-1	
5	1	7	1	3	1	418	1192	194	63	94.536263	VISA
5	1	7	1	3	2	1529	1190	241	42	0.000000	tebe
5	1	7	1	3	3	1794	1188	20	35	0.000000	d
5	1	7	1	3	4	1841	1184	110	40	54.586525	eat
5	1	7	1	3	5	1979	1168	287	71	0.000000	EAB
5	1	7	1	3	6	2183	1164	86	79	50.287548	LTO
4	1	7	1	4	0	421	1286	1848	89	-1	
5	1	7	1	4	1	421	1305	178	62	54.447979	EXP
5	1	7	1	4	2	726	1305	147	70	6.844063	opt
5	1	7	1	4	3	1983	1286	218	84	77.581863	CAIE
5	1	7	1	4	4	2223	1289	46	57	60.877266	&
4	1	7	1	5	0	410	1418	1457	105	-1	
5	1	7	1	5	1	410	1424	420	99	85.857025	VENTA
5	1	7	1	5	2	888	1424	73	94	82.281540	C
5	1	7	1	5	3	1863	1418	4	2	71.551369	|
4	1	7	1	6	0	416	1561	1852	89	-1	
5	1	7	1	6	1	416	1581	247	66	87.371315	LOTE:
5	1	7	1	6	2	709	1581	313	66	96.578758	000137
5	1	7	1	6	3	1571	1567	338	83	37.827568	CARGO:
5	1	7	1	6	4	1956	1561	312	74	37.827568	000877
4	1	7	1	7	0	413	1681	1859	101	-1	
5	1	7	1	7	1	413	1703	314	61	94.696922	FECHA:
5	1	7	1	7	2	768	1699	160	83	94.554184	JUN
5	1	7	1	7	3	978	1700	339	71	90.361275	14,2023
5	1	7	1	7	4	1713	1690	276	68	93.746407	HORA:
5	1	7	1	7	5	2034	1681	238	69	92.494057	21:02
2	1	8	0	0	0	408	1799	1827	336	-1	
3	1	8	1	0	0	408	1799	1827	336	-1	
4	1	8	1	1	0	408	1799	1827	105	-1	
5	1	8	1	1	1	408	1817	214	87	80.272804	RRN.
5	1	8	1	1	2	671	1816	646	71	81.769028	316521630018
5	1	8	1	1	3	1455	1814	211	63	94.220177	NRO.
5	1	8	1	1	4	1705	1808	207	65	94.928879	AUT:
5	1	8	1	1	5	1945	1799	290	68	66.544098	91612,
4	1	8	1	2	0	1516	1920	616	75	-1	
5	1	8	1	2	1	1516	1920	616	75	8.100876	AQGGOCOO0S
5	1	8	1	2	2	2082	1913	55	107	51.999878	1
4	1	8	1	3	0	1708	2038	441	97	-1	
5	1	8	1	3	1	1708	2042	200	93	94.532913	VISA
5	1	8	1	3	2	1960	2038	186	72	94.532913	DEBI
2	1	9	0	0	0	311	1916	2082	712	-1	
3	1	9	1	0	0	311	1916	2082	712	-1	
4	1	9	1	1	0	311	1916	2082	712	-1	
5	1	9	1	1	1	311	1916	2082	712	95.000000	    
2	1	10	0	0	0	812	2600	986	21	-1	
3	1	10	1	0	0	812	2600	986	21	-1	
4	1	10	1	1	0	812	2600	986	21	-1	
5	1	10	1	1	1	812	2600	986	21	95.000000	 
2	1	11	0	0	0	841	2845	563	21	-1	
3	1	11	1	0	0	841	2845	563	21	-1	
4	1	11	1	1	0	841	2845	563	21	-1	
5	1	11	1	1	1	841	2845	563	21	95.000000	 
2	1	12	0	0	0	392	2779	448	90	-1	
3	1	12	1	0	0	392	2779	448	90	-1	
4	1	12	1	1	0	392	2779	448	90	-1	
5	1	12	1	1	1	392	2779	448	90	50.970913	LITROS:_
2	1	13	0	0	0	365	3025	1908	203	-1	
3	1	13	1	0	0	365	3025	1908	203	-1	
4	1	13	1	1	0	365	3025	1908	203	-1	
5	1	13	1	1	1	365	3124	445	104	91.073792	TOTAL
5	1	13	1	1	2	875	3146	21	70	91.073792	:
5	1	13	1	1	3	1280	3101	259	101	87.563484	CRC
5	1	13	1	1	4	1595	3025	678	176	87.563484	43.001,00
2	1	14	0	0	0	595	3372	1500	543	-1	
3	1	14	1	0	0	595	3372	1500	543	-1	
4	1	14	1	1	0	1008	3372	689	95	-1	
5	1	14	1	1	1	1008	3392	170	75	36.128937	PAY
5	1	14	1	1	2	1207	3372	490	88	21.308449	WAVE/VISA
4	1	14	1	2	0	926	3480	855	110	-1	
5	1	14	1	2	1	926	3501	330	89	95.159073	BANCO
5	1	14	1	2	2	1301	3480	480	93	92.746719	NACIONAL
4	1	14	1	3	0	683	3592	1312	128	-1	
5	1	14	1	3	1	683	3611	383	109	90.577797	JUNTOS
5	1	14	1	3	2	1108	3606	335	85	75.370102	SOMOS
5	1	14	1	3	3	1488	3592	507	81	86.628342	PROGRESO
4	1	14	1	4	0	595	3702	1500	111	-1	
5	1	14	1	4	1	595	3727	423	86	96.265015	GRACIAS
5	1	14	1	4	2	1048	3726	201	79	96.083748	POR
5	1	14	1	4	3	1293	3721	114	73	89.020958	SU
5	1	14	1	4	4	1456	3702	639	85	89.020958	PREFERENCIA
4	1	14	1	5	0	894	3817	908	98	-1	
5	1	14	1	5	1	894	3834	320	81	91.891342	COPIA
5	1	14	1	5	2	1253	3817	549	86	28.189346	COMERCTIO
2	1	15	0	0	0	0	0	3000	4000	-1	
3	1	15	1	0	0	0	0	3000	4000	-1	
4	1	15	1	1	0	0	0	3000	4000	-1	
5	1	15	1	1	1	0	3251	2423	749	95.000000	  
5	1	15	1	1	2	2431	0	569	4000	95.000000	 

Texto en /entradaOCR/IMG_20230615_080902719.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	595	328	1730	640	-1	
3	1	1	1	0	0	550	328	1704	640	-1	
4	1	1	1	1	0	1173	328	391	127	-1	
5	1	1	1	1	1	1149	322	242	73	0.000000	BAA
5	1	1	1	1	2	1388	329	176	126	32.562927	HOG
4	1	1	1	2	0	1167	398	560	99	-1	
5	1	1	1	2	1	1167	403	19	94	20.849731	|
5	1	1	1	2	2	1214	404	108	66	31.868912	AS
5	1	1	1	2	3	1323	405	69	60	30.325455	i
5	1	1	1	2	4	1467	398	143	66	43.987404	mer
5	1	1	1	2	5	1644	404	83	62	13.828545	le
4	1	1	1	3	0	838	497	1067	135	-1	
5	1	1	1	3	1	838	497	571	135	18.497330	SERVICENTRO
5	1	1	1	3	2	1481	550	424	69	90.859512	CARRIZAL
4	1	1	1	4	0	595	662	1221	112	-1	
5	1	1	1	4	1	595	746	7	28	42.343536	3
5	1	1	1	4	2	923	667	447	72	84.327171	CARRIZAL,
5	1	1	1	4	3	1414	662	402	83	89.874886	ALAJUELA
4	1	1	1	5	0	807	774	1125	80	-1	
5	1	1	1	5	1	550	767	55	58	13.421753	“
5	1	1	1	5	2	807	785	441	69	55.176506	“PRAMITAR
5	1	1	1	5	3	1293	780	222	64	96.144661	SOLO
5	1	1	1	5	4	1558	778	99	64	92.796288	EN
5	1	1	1	5	5	1705	774	227	64	91.197784	BNCR
4	1	1	1	6	0	657	824	1668	144	-1	
5	1	1	1	6	1	657	909	113	59	65.978699	M.:
5	1	1	1	6	2	1859	883	96	62	4.128876	ou
5	1	1	1	6	3	1978	875	176	67	4.128876	1231
5	1	1	1	6	4	2203	824	122	123	18.615463	He
2	1	2	0	0	0	476	906	1852	190	-1	
3	1	2	1	0	0	482	906	1846	190	-1	
4	1	2	1	1	0	2213	906	115	66	-1	
5	1	2	1	1	1	2213	930	23	18	15.179024	=
5	1	2	1	1	2	2283	906	45	66	22.030655	Ps
4	1	2	1	2	0	476	943	1786	153	-1	
5	1	2	1	2	1	476	974	564	122	0.000000	SOMERCIO®:
5	1	2	1	2	2	1545	993	466	130	79.177673	204121710
5	1	2	1	2	3	1988	943	274	137	0.000000	j0008
2	1	3	0	0	0	476	1070	1738	223	-1	
3	1	3	1	0	0	476	1070	1738	223	-1	
4	1	3	1	1	0	476	1070	1738	195	-1	
5	1	3	1	1	1	476	1070	183	195	68.989029	visa
5	1	3	1	1	2	1557	1111	153	38	27.316833	ee
5	1	3	1	1	3	1716	1138	3	3	22.675285	a
5	1	3	1	1	4	1758	1108	46	38	33.683510	ee
5	1	3	1	1	5	1848	1102	116	43	14.116287	a
5	1	3	1	1	6	2092	1095	55	65	26.404793	Be
4	1	3	1	2	0	2005	1208	203	85	-1	
5	1	3	1	2	1	2005	1208	203	85	57.718929	CALE
2	1	4	0	0	0	469	1481	1837	562	-1	
3	1	4	1	0	0	469	1481	1833	413	-1	
4	1	4	1	1	0	479	1481	1811	91	-1	
5	1	4	1	1	1	479	1506	233	66	88.684525	LOTE:
5	1	4	1	1	2	756	1499	302	68	95.606224	000137
5	1	4	1	1	3	1599	1490	334	65	67.756836	CARGO,
5	1	4	1	1	4	1977	1481	313	69	61.311153	000678
4	1	4	1	2	0	475	1586	1818	110	-1	
5	1	4	1	2	1	475	1621	297	80	95.705208	FECHA:
5	1	4	1	2	2	810	1614	156	82	95.286034	JUN
5	1	4	1	2	3	1013	1611	334	72	70.328346	14,2023
5	1	4	1	2	4	1431	1586	2	2	33.568954	—
5	1	4	1	2	5	1746	1602	268	65	84.672546	HORA.
5	1	4	1	2	6	2057	1597	236	67	77.804268	21.06
4	1	4	1	3	0	469	1714	1827	85	-1	
5	1	4	1	3	1	469	1738	204	61	78.348518	2RN:
5	1	4	1	3	2	717	1726	630	68	63.720726	316521090010
5	1	4	1	3	3	1484	1722	210	61	88.364944	NRO.
5	1	4	1	3	4	1734	1717	205	63	92.268784	AUT:
5	1	4	1	3	5	1982	1714	314	70	95.621902	845626
4	1	4	1	4	0	757	1830	1545	64	-1	
5	1	4	1	4	1	757	1841	4	5	55.349964	|
5	1	4	1	4	2	1550	1830	752	64	7.818268	ADDOODOGOSLO16
3	1	4	2	0	0	1742	1942	564	117	-1	
4	1	4	2	1	0	1742	1942	564	101	-1	
5	1	4	2	1	1	1742	1944	198	115	91.541298	VISA
5	1	4	2	1	2	1979	1942	327	88	82.869965	DEBITO
2	1	5	0	0	0	1313	2978	980	110	-1	
3	1	5	1	0	0	1313	2977	980	111	-1	
4	1	5	1	1	0	1313	2978	980	110	-1	
5	1	5	1	1	1	1313	2982	255	98	85.634819	CRC
5	1	5	1	1	2	1609	2977	684	111	78.288353	13.166,60
2	1	6	0	0	0	674	3246	1428	505	-1	
3	1	6	1	0	0	674	3246	1428	530	-1	
4	1	6	1	1	0	1052	3246	670	82	-1	
5	1	6	1	1	1	1052	3246	670	82	87.141380	PAYWAVE/VISA
4	1	6	1	2	0	878	3354	922	99	-1	
5	1	6	1	2	1	878	3355	409	98	21.279724	BANCO
5	1	6	1	2	2	1333	3354	467	74	96.246513	NACIONAL
4	1	6	1	3	0	764	3458	1245	87	-1	
5	1	6	1	3	1	764	3458	343	87	92.685043	JUNTOS
5	1	6	1	3	2	1147	3464	321	75	93.292282	SOMOS
5	1	6	1	3	3	1513	3459	496	76	91.384705	PROGRESO
4	1	6	1	4	0	674	3561	1428	97	-1	
5	1	6	1	4	1	674	3561	389	97	96.632736	GRACIAS
5	1	6	1	4	2	1106	3570	175	71	96.434265	POR
5	1	6	1	4	3	1324	3571	109	72	92.865776	SU
5	1	6	1	4	4	1484	3566	618	77	90.754875	PREFERENCIA
4	1	6	1	5	0	802	3668	1014	83	-1	
5	1	6	1	5	1	802	3668	446	108	40.135441	COPIA
5	1	6	1	5	2	1289	3672	527	79	88.931259	COMERCIO
2	1	7	0	0	0	0	0	3000	4000	-1	
3	1	7	1	0	0	0	0	3000	4000	-1	
4	1	7	1	1	0	0	0	3000	4000	-1	
5	1	7	1	1	1	0	0	3000	4000	95.000000	 

Texto en /entradaOCR/IMG_20230615_080803807.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	0	252	3000	2003	-1	
3	1	1	1	0	0	0	252	3000	2003	-1	
4	1	1	1	1	0	0	252	3000	252	-1	
5	1	1	1	1	1	0	252	393	252	95.000000	  
5	1	1	1	1	2	2319	252	681	184	95.000000	 
4	1	1	1	2	0	0	436	3000	275	-1	
5	1	1	1	2	1	0	504	393	207	95.000000	 
5	1	1	1	2	2	2319	436	681	68	95.000000	 
4	1	1	1	3	0	0	504	3000	353	-1	
5	1	1	1	3	1	0	711	33	146	95.000000	  
5	1	1	1	3	2	2319	504	681	221	95.000000	  
4	1	1	1	4	0	0	725	3000	291	-1	
5	1	1	1	4	1	0	857	45	159	95.000000	   
5	1	1	1	4	2	2319	725	681	132	95.000000	 
4	1	1	1	5	0	0	857	3000	315	-1	
5	1	1	1	5	1	0	1016	50	156	95.000000	  
5	1	1	1	5	2	2319	857	681	159	95.000000	   
4	1	1	1	6	0	0	1016	3000	240	-1	
5	1	1	1	6	1	0	1172	55	84	95.000000	 
5	1	1	1	6	2	2319	1016	681	102	95.000000	 
4	1	1	1	7	0	0	1118	3000	245	-1	
5	1	1	1	7	1	0	1256	61	107	95.000000	 
5	1	1	1	7	2	2319	1118	681	138	95.000000	  
4	1	1	1	8	0	0	1256	3000	238	-1	
5	1	1	1	8	1	0	1363	67	131	95.000000	 
5	1	1	1	8	2	2319	1256	681	107	95.000000	 
4	1	1	1	9	0	0	1363	3000	324	-1	
5	1	1	1	9	1	0	1494	70	193	95.000000	 
5	1	1	1	9	2	2319	1363	681	131	95.000000	 
4	1	1	1	10	0	0	1494	3000	287	-1	
5	1	1	1	10	1	0	1687	76	94	95.000000	 
5	1	1	1	10	2	2319	1494	681	193	95.000000	 
4	1	1	1	11	0	0	1687	3000	328	-1	
5	1	1	1	11	1	0	1781	83	234	95.000000	  
5	1	1	1	11	2	2319	1687	681	94	95.000000	 
4	1	1	1	12	0	0	1781	3000	332	-1	
5	1	1	1	12	1	0	2015	86	98	95.000000	 
5	1	1	1	12	2	2319	1781	681	234	95.000000	  
4	1	1	1	13	0	0	2015	3000	240	-1	
5	1	1	1	13	1	0	2113	86	142	95.000000	 
5	1	1	1	13	2	2319	2015	681	98	95.000000	 
2	1	2	0	0	0	952	290	631	216	-1	
3	1	2	1	0	0	1000	290	539	179	-1	
4	1	2	1	1	0	1000	290	392	108	-1	
5	1	2	1	1	1	1000	308	209	90	18.726585	eth
5	1	2	1	1	2	1266	290	114	108	41.136078	eae
5	1	2	1	1	3	1341	292	51	69	44.122337	a
4	1	2	1	2	0	952	364	631	142	-1	
5	1	2	1	2	1	952	429	24	77	0.000000	*
5	1	2	1	2	2	1012	403	214	67	0.000000	fabab<
5	1	2	1	2	3	1219	386	65	67	0.000000	*B
5	1	2	1	2	4	1383	382	79	58	27.082283	pad
5	1	2	1	2	5	1468	364	115	67	35.581528	a.
2	1	3	0	0	0	1574	0	645	524	-1	
3	1	3	1	0	0	1574	0	645	524	-1	
4	1	3	1	1	0	1574	0	645	524	-1	
5	1	3	1	1	1	1574	0	645	524	95.000000	 
2	1	4	0	0	0	595	464	1189	215	-1	
3	1	4	1	0	0	595	464	1191	215	-1	
4	1	4	1	1	0	595	464	1189	215	-1	
5	1	4	1	1	1	595	591	336	88	95.726250	SERVIC
5	1	4	1	1	2	944	509	179	147	93.367432	ENT
5	1	4	1	1	3	1137	564	219	77	37.995113	12988
5	1	4	1	1	4	1326	464	458	150	36.246590	~ARRIZAL
2	1	5	0	0	0	693	661	998	136	-1	
3	1	5	1	0	0	693	661	998	136	-1	
4	1	5	1	1	0	693	661	998	136	-1	
5	1	5	1	1	1	693	704	472	93	82.082443	CARRIZAL.
5	1	5	1	1	2	1240	661	451	100	58.339851	ALAJUELA
2	1	6	0	0	0	572	711	1641	261	-1	
3	1	6	1	0	0	572	711	1643	261	-1	
4	1	6	1	1	0	572	711	1273	261	-1	
5	1	6	1	1	1	572	836	491	94	91.542702	TRAMITAR
5	1	6	1	1	2	1110	747	221	225	14.328316	soo
5	1	6	1	1	3	1419	744	97	129	51.544556	EN
5	1	6	1	1	4	1565	711	280	193	0.474701	BHER
4	1	6	1	2	0	1744	847	469	115	-1	
5	1	6	1	2	1	1744	889	108	73	62.384838	06
5	1	6	1	2	2	1803	847	410	110	3.956894	9123126
2	1	7	0	0	0	220	977	2074	1031	-1	
3	1	7	1	0	0	220	977	2132	1031	-1	
4	1	7	1	1	0	220	995	990	84	-1	
5	1	7	1	1	1	220	998	236	81	75.866127	TERM
5	1	7	1	1	2	532	1015	4	45	9.649132	-
5	1	7	1	1	3	1181	995	29	27	68.732529	;
4	1	7	1	2	0	233	977	1990	230	-1	
5	1	7	1	2	1	233	1099	608	108	46.051552	COMERCIO#R:
5	1	7	1	2	2	1342	1007	637	121	90.576836	92041217100
5	1	7	1	2	3	1928	977	295	100	0.000000	QG00e
4	1	7	1	3	0	244	1098	1987	233	-1	
5	1	7	1	3	1	244	1225	644	106	58.985207	MASTERCARD
5	1	7	1	3	2	1405	1098	484	154	0.000000	sresagaret
5	1	7	1	3	3	1927	1107	304	141	0.000000	 OP12Z9
4	1	7	1	4	0	249	1246	1987	210	-1	
5	1	7	1	4	1	249	1380	222	76	29.159058	EXP:
5	1	7	1	4	2	529	1366	184	76	0.000000	77s
5	1	7	1	4	3	1922	1246	216	97	38.164768	CAJE
5	1	7	1	4	4	2185	1236	51	70	60.756668	©
4	1	7	1	5	0	249	1480	570	163	-1	
5	1	7	1	5	1	249	1480	438	169	84.033356	VENTA
5	1	7	1	5	2	742	1483	77	100	57.245464	©
4	1	7	1	6	0	223	1535	2066	250	-1	
5	1	7	1	6	1	223	1618	265	167	0.000000	qOrTe
5	1	7	1	6	2	508	1646	381	90	95.715630	000137
5	1	7	1	6	3	1972	1535	317	250	41.669380	be
4	1	7	1	7	0	225	1665	2069	255	-1	
5	1	7	1	7	1	225	1735	322	178	47.092133	FECHA
5	1	7	1	7	2	608	1791	78	70	71.367584	JI
5	1	7	1	7	3	634	1782	156	134	92.939110	JUN
5	1	7	1	7	4	854	1728	362	192	92.939110	14,2023
5	1	7	1	7	5	2102	1665	192	71	20.769882	Ae
4	1	7	1	8	0	228	1882	995	126	-1	
5	1	7	1	8	1	228	1913	255	116	26.193459	ORRIN:
5	1	7	1	8	2	532	1910	217	78	93.884514	3165
5	1	7	1	8	3	770	1882	453	95	66.645920	90385518
2	1	8	0	0	0	2076	1508	236	507	-1	
3	1	8	1	0	0	2076	1508	236	507	-1	
4	1	8	1	1	0	2076	1508	236	507	-1	
5	1	8	1	1	1	2076	1508	236	507	95.000000	  
2	1	9	0	0	0	1434	1818	853	377	-1	
3	1	9	1	0	0	1434	1818	853	377	-1	
4	1	9	1	1	0	1444	1818	721	259	-1	
5	1	9	1	1	1	1444	1818	721	259	0.000000	pee,
4	1	9	1	2	0	1434	2075	853	120	-1	
5	1	9	1	2	1	1434	2112	279	83	29.884354	OHebit
5	1	9	1	2	2	1754	2100	454	82	42.952442	Mastercal
5	1	9	1	2	3	2233	2075	54	77	37.512001	cd
2	1	10	0	0	0	0	1643	3000	2357	-1	
3	1	10	1	0	0	0	1643	3000	2357	-1	
4	1	10	1	1	0	0	1643	3000	657	-1	
5	1	10	1	1	1	0	1643	433	657	95.000000	  
